timestamp,kwh,building
2024-01-03 15:00:00,155.799,Admin Block
2024-01-03 16:00:00,203.639,Engineering Block
2024-01-03 16:00:00,180.076,Library
2024-01-03 16:00:00,362.122,Hostel A
2024-01-03 16:00:00,175.916,Admin Block
2024-01-03 17:00:00,149.415,Library
2024-01-03 17:00:00,152.579,Engineering Block
2024-01-03 17:00:00,164.219,Admin Block
2024-01-03 17:00:00,291.968,Hostel A
2024-01-03 18:00:00,202.968,Hostel A
2024-01-03 18:00:00,134.199,Admin Block
2024-01-03 18:00:00,112.266,Library
2024-01-03 18:00:00,143.674,Engineering Block
2024-01-03 19:00:00,213.607,Hostel A
2024-01-03 19:00:00,138.291,Library
2024-01-03 19:00:00,132.728,Admin Block
2024-01-03 19:00:00,160.809,Engineering Block
2024-01-03 20:00:00,153.036,Hostel A
2024-01-03 20:00:00,100.03,Engineering Block
2024-01-03 20:00:00,96.616,Admin Block
2024-01-03 20:00:00,93.786,Library
2024-01-03 21:00:00,89.199,Admin Block
2024-01-03 21:00:00,99.272,Engineering Block
2024-01-03 21:00:00,153.176,Hostel A
2024-01-03 21:00:00,79.117,Library
2024-01-03 22:00:00,81.569,Engineering Block
2024-01-03 22:00:00,135.387,Hostel A
2024-01-03 22:00:00,54.792,Admin Block
2024-01-03 22:00:00,61.256,Library
2024-01-03 23:00:00,47.996,Admin Block
2024-01-03 23:00:00,52.141,Library
2024-01-03 23:00:00,73.37,Engineering Block
2024-01-03 23:00:00,102.942,Hostel A
2024-01-04 00:00:00,59.923,Admin Block
2024-01-04 00:00:00,101.396,Hostel A
2024-01-04 00:00:00,63.425,Engineering Block
2024-01-04 00:00:00,52.397,Library
2024-01-04 01:00:00,65.345,Library
2024-01-04 01:00:00,84.535,Hostel A
2024-01-04 01:00:00,69.942,Engineering Block
2024-01-04 01:00:00,53.793,Admin Block
2024-01-04 02:00:00,118.803,Hostel A
2024-01-04 02:00:00,55.507,Admin Block
2024-01-04 02:00:00,63.612,Engineering Block
2024-01-04 02:00:00,72.15,Library
2024-01-04 03:00:00,119.352,Hostel A
2024-01-04 03:00:00,76.444,Engineering Block
2024-01-04 03:00:00,89.94,Admin Block
2024-01-04 03:00:00,75.174,Library
2024-01-04 04:00:00,87.697,Admin Block
2024-01-04 04:00:00,98.612,Engineering Block
2024-01-04 04:00:00,77.331,Library
2024-01-04 04:00:00,178.192,Hostel A
2024-01-04 05:00:00,129.68,Library
2024-01-04 05:00:00,194.393,Hostel A
2024-01-04 05:00:00,754.971,Admin Block
2024-01-04 05:00:00,116.449,Engineering Block
2024-01-04 06:00:00,124.543,Library
2024-01-04 06:00:00,269.476,Hostel A
2024-01-04 06:00:00,145.464,Admin Block
2024-01-04 06:00:00,134.541,Engineering Block
2024-01-04 07:00:00,230.423,Hostel A
2024-01-04 07:00:00,177.751,Admin Block
2024-01-04 07:00:00,157.594,Engineering Block
2024-01-04 07:00:00,163.747,Library
2024-01-04 08:00:00,212.645,Engineering Block
2024-01-04 08:00:00,144.51,Library
2024-01-04 08:00:00,267.042,Hostel A
2024-01-04 08:00:00,182.005,Admin Block
2024-01-04 09:00:00,199.625,Engineering Block
2024-01-04 09:00:00,208.086,Library
2024-01-04 09:00:00,209.075,Admin Block
2024-01-04 09:00:00,372.193,Hostel A
2024-01-04 10:00:00,287.394,Engineering Block
2024-01-04 10:00:00,199.11,Library
2024-01-04 10:00:00,190.471,Admin Block
2024-01-04 10:00:00,372.051,Hostel A
2024-01-04 11:00:00,191.327,Admin Block
2024-01-04 11:00:00,271.359,Engineering Block
2024-01-04 11:00:00,395.491,Hostel A
2024-01-04 11:00:00,216.46,Library
2024-01-04 12:00:00,442.992,Hostel A
2024-01-04 12:00:00,260.46,Engineering Block
2024-01-04 12:00:00,212.046,Library
2024-01-04 12:00:00,247.247,Admin Block
2024-01-04 13:00:00,204.659,Admin Block
2024-01-04 13:00:00,203.786,Library
2024-01-04 13:00:00,382.587,Hostel A
2024-01-04 13:00:00,273.946,Engineering Block
2024-01-04 14:00:00,220.395,Engineering Block
2024-01-04 14:00:00,212.741,Library
2024-01-04 14:00:00,240.417,Admin Block
2024-01-04 14:00:00,415.77,Hostel A
2024-01-04 15:00:00,202.425,Admin Block
2024-01-04 15:00:00,267.046,Engineering Block
2024-01-04 15:00:00,232.372,Library
2024-01-04 15:00:00,348.095,Hostel A
2024-01-04 16:00:00,370.438,Hostel A
2024-01-04 16:00:00,236.456,Engineering Block
2024-01-04 16:00:00,150.733,Library
2024-01-04 16:00:00,181.868,Admin Block
2024-01-04 17:00:00,130.371,Admin Block
2024-01-04 17:00:00,146.665,Library
2024-01-04 17:00:00,201.781,Engineering Block
2024-01-04 17:00:00,299.981,Hostel A
2024-01-04 18:00:00,158.894,Engineering Block
2024-01-04 18:00:00,209.205,Hostel A
2024-01-04 18:00:00,112.053,Library
2024-01-04 18:00:00,157.39,Admin Block
2024-01-04 19:00:00,194.468,Hostel A
2024-01-04 19:00:00,110.43,Admin Block
2024-01-04 19:00:00,126.945,Library
2024-01-04 19:00:00,153.801,Engineering Block
2024-01-04 20:00:00,102.09,Library
2024-01-04 20:00:00,96.311,Admin Block
2024-01-04 20:00:00,123.088,Engineering Block
2024-01-04 20:00:00,195.313,Hostel A
2024-01-04 21:00:00,73.983,Admin Block
2024-01-04 21:00:00,98.123,Engineering Block
2024-01-04 21:00:00,69.974,Library
2024-01-04 21:00:00,131.745,Hostel A
2024-01-04 22:00:00,57.344,Admin Block
2024-01-04 22:00:00,63.714,Library
2024-01-04 22:00:00,89.678,Engineering Block
2024-01-04 22:00:00,102.384,Hostel A
2024-01-04 23:00:00,61.004,Library
2024-01-04 23:00:00,101.218,Hostel A
2024-01-04 23:00:00,65.139,Admin Block
2024-01-04 23:00:00,70.939,Engineering Block
2024-01-05 00:00:00,60.628,Engineering Block
2024-01-05 00:00:00,58.424,Library
2024-01-05 00:00:00,54.934,Admin Block
2024-01-05 00:00:00,93.187,Hostel A
2024-01-05 01:00:00,107.207,Hostel A
2024-01-05 01:00:00,68.762,Engineering Block
2024-01-05 01:00:00,50.081,Library
2024-01-05 01:00:00,44.936,Admin Block
2024-01-05 02:00:00,113.971,Hostel A
2024-01-05 02:00:00,467.891,Library
2024-01-05 02:00:00,67.594,Engineering Block
2024-01-05 02:00:00,67.088,Admin Block
2024-01-05 03:00:00,126.736,Hostel A
2024-01-05 03:00:00,80.852,Engineering Block
2024-01-05 03:00:00,87.774,Library
2024-01-05 03:00:00,71.48,Admin Block
2024-01-05 04:00:00,94.394,Admin Block
2024-01-05 04:00:00,164.419,Hostel A
2024-01-05 04:00:00,122.232,Engineering Block
2024-01-05 04:00:00,81.977,Library
2024-01-05 05:00:00,150.708,Engineering Block
2024-01-05 05:00:00,130.084,Admin Block
2024-01-05 05:00:00,198.948,Hostel A
2024-01-05 05:00:00,132.995,Library
2024-01-05 06:00:00,125.788,Admin Block
2024-01-05 06:00:00,282.587,Hostel A
2024-01-05 06:00:00,190.404,Engineering Block
2024-01-05 06:00:00,150.852,Library
2024-01-05 07:00:00,211.007,Engineering Block
2024-01-05 07:00:00,177.436,Library
2024-01-05 07:00:00,335.153,Hostel A
2024-01-05 07:00:00,179.306,Admin Block
2024-01-05 08:00:00,181.451,Library
2024-01-05 08:00:00,211.838,Engineering Block
2024-01-05 08:00:00,332.068,Hostel A
2024-01-05 08:00:00,181.983,Admin Block
2024-01-05 09:00:00,153.205,Admin Block
2024-01-05 09:00:00,173.587,Library
2024-01-05 09:00:00,190.68,Engineering Block
2024-01-05 09:00:00,288.875,Hostel A
2024-01-05 10:00:00,242.298,Engineering Block
2024-01-05 10:00:00,237.546,Admin Block
2024-01-05 10:00:00,243.387,Library
2024-01-05 10:00:00,404.356,Hostel A
2024-01-05 11:00:00,226.81,Admin Block
2024-01-05 11:00:00,411.953,Hostel A
2024-01-05 11:00:00,296.285,Engineering Block
2024-01-05 11:00:00,224.696,Library
2024-01-05 12:00:00,255.908,Admin Block
2024-01-05 12:00:00,285.737,Engineering Block
2024-01-05 12:00:00,440.237,Hostel A
2024-01-05 12:00:00,206.017,Library
2024-01-05 13:00:00,196.236,Library
2024-01-05 13:00:00,361.013,Hostel A
2024-01-05 13:00:00,183.102,Admin Block
2024-01-05 13:00:00,251.473,Engineering Block
2024-01-05 14:00:00,243.009,Library
2024-01-05 14:00:00,239.027,Engineering Block
2024-01-05 14:00:00,304.618,Hostel A
2024-01-05 14:00:00,173.299,Admin Block
2024-01-05 15:00:00,189.134,Library
2024-01-05 15:00:00,202.377,Engineering Block
2024-01-05 15:00:00,222.881,Admin Block
2024-01-05 15:00:00,362.181,Hostel A
2024-01-05 16:00:00,181.325,Engineering Block
2024-01-05 16:00:00,181.226,Library
2024-01-05 16:00:00,268.839,Hostel A
2024-01-05 16:00:00,187.079,Admin Block
2024-01-05 17:00:00,153.474,Engineering Block
2024-01-05 17:00:00,165.38,Library
2024-01-05 17:00:00,310.397,Hostel A
2024-01-05 17:00:00,127.366,Admin Block
2024-01-05 18:00:00,185.298,Engineering Block
2024-01-05 18:00:00,272.072,Hostel A
2024-01-05 18:00:00,147.036,Admin Block
2024-01-05 18:00:00,155.103,Library
2024-01-05 19:00:00,121.621,Library
2024-01-05 19:00:00,142.874,Engineering Block
2024-01-05 19:00:00,124.131,Admin Block
2024-01-05 19:00:00,198.092,Hostel A
2024-01-05 20:00:00,96.117,Engineering Block
2024-01-05 20:00:00,109.184,Admin Block
2024-01-05 20:00:00,83.62,Library
2024-01-05 20:00:00,200.631,Hostel A
2024-01-05 21:00:00,81.874,Library
2024-01-05 21:00:00,121.851,Hostel A
2024-01-05 21:00:00,83.304,Admin Block
2024-01-05 21:00:00,89.042,Engineering Block
2024-01-05 22:00:00,54.454,Admin Block
2024-01-05 22:00:00,137.629,Hostel A
2024-01-05 22:00:00,63.062,Engineering Block
2024-01-05 22:00:00,65.625,Library
2024-01-05 23:00:00,59.51,Engineering Block
2024-01-05 23:00:00,58.79,Library
2024-01-05 23:00:00,45.317,Admin Block
2024-01-05 23:00:00,100.926,Hostel A
2024-01-06 00:00:00,43.249,Admin Block
2024-01-06 00:00:00,107.605,Hostel A
2024-01-06 00:00:00,69.976,Engineering Block
2024-01-06 00:00:00,59.259,Library
2024-01-06 01:00:00,51.819,Library
2024-01-06 01:00:00,45.506,Admin Block
2024-01-06 01:00:00,71.409,Engineering Block
2024-01-06 01:00:00,112.688,Hostel A
2024-01-06 02:00:00,57.58,Admin Block
2024-01-06 02:00:00,139.435,Hostel A
2024-01-06 02:00:00,76.291,Engineering Block
2024-01-06 02:00:00,57.647,Library
2024-01-06 03:00:00,83.903,Engineering Block
2024-01-06 03:00:00,66.686,Library
2024-01-06 03:00:00,87.867,Admin Block
2024-01-06 03:00:00,166.667,Hostel A
2024-01-06 04:00:00,87.36,Library
2024-01-06 04:00:00,139.04,Hostel A
2024-01-06 04:00:00,94.834,Admin Block
2024-01-06 04:00:00,118.938,Engineering Block
2024-01-06 05:00:00,159.989,Engineering Block
2024-01-06 05:00:00,115.069,Admin Block
2024-01-06 05:00:00,93.19,Library
2024-01-06 05:00:00,165.799,Hostel A
2024-01-06 06:00:00,156.029,Engineering Block
2024-01-06 06:00:00,144.298,Library
2024-01-06 06:00:00,151.656,Admin Block
2024-01-06 06:00:00,247.621,Hostel A
2024-01-06 07:00:00,130.952,Admin Block
2024-01-06 07:00:00,145.518,Library
2024-01-06 07:00:00,153.215,Engineering Block
2024-01-06 07:00:00,228.774,Hostel A
2024-01-06 08:00:00,171.374,Engineering Block
2024-01-06 08:00:00,336.361,Hostel A
2024-01-06 08:00:00,158.108,Admin Block
2024-01-06 08:00:00,156.049,Library
2024-01-06 09:00:00,190.049,Engineering Block
2024-01-06 09:00:00,196.521,Admin Block
2024-01-06 09:00:00,163.774,Library
2024-01-06 09:00:00,351.514,Hostel A
2024-01-06 10:00:00,288.135,Engineering Block
2024-01-06 10:00:00,240.803,Admin Block
2024-01-06 10:00:00,394.526,Hostel A
2024-01-06 10:00:00,190.456,Library
2024-01-06 11:00:00,257.106,Engineering Block
2024-01-06 11:00:00,375.452,Hostel A
2024-01-06 11:00:00,215.864,Admin Block
2024-01-06 11:00:00,192.002,Library
2024-01-06 12:00:00,172.35,Admin Block
2024-01-06 12:00:00,290.846,Engineering Block
2024-01-06 12:00:00,354.005,Hostel A
2024-01-06 12:00:00,200.693,Library
2024-01-06 13:00:00,214.235,Library
2024-01-06 13:00:00,236.059,Admin Block
2024-01-06 13:00:00,453.628,Hostel A
2024-01-06 13:00:00,219.591,Engineering Block
2024-01-06 14:00:00,403.657,Hostel A
2024-01-06 14:00:00,220.05,Engineering Block
2024-01-06 14:00:00,212.617,Library
2024-01-06 14:00:00,181.07,Admin Block
2024-01-06 15:00:00,278.216,Hostel A
2024-01-06 15:00:00,222.383,Library
2024-01-06 15:00:00,245.626,Engineering Block
2024-01-06 15:00:00,213.343,Admin Block
2024-01-06 16:00:00,241.152,Engineering Block
2024-01-06 16:00:00,265.714,Hostel A
2024-01-06 16:00:00,213.211,Library
2024-01-06 16:00:00,165.647,Admin Block
2024-01-06 17:00:00,173.24,Engineering Block
2024-01-06 17:00:00,176.533,Admin Block
2024-01-06 17:00:00,129.902,Library
2024-01-06 17:00:00,296.018,Hostel A
2024-01-06 18:00:00,222.769,Hostel A
2024-01-06 18:00:00,146.591,Admin Block
2024-01-06 18:00:00,132.271,Engineering Block
2024-01-06 18:00:00,122.498,Library
2024-01-06 19:00:00,154.993,Engineering Block
2024-01-06 19:00:00,115.223,Admin Block
2024-01-06 19:00:00,198.01,Hostel A
2024-01-06 19:00:00,122.537,Library
2024-01-06 20:00:00,102.733,Engineering Block
2024-01-06 20:00:00,189.572,Hostel A
2024-01-06 20:00:00,79.804,Admin Block
2024-01-06 20:00:00,83.034,Library
2024-01-06 21:00:00,131.962,Hostel A
2024-01-06 21:00:00,101.102,Engineering Block
2024-01-06 21:00:00,63.285,Admin Block
2024-01-06 21:00:00,90.686,Library
2024-01-06 22:00:00,136.844,Hostel A
2024-01-06 22:00:00,58.458,Library
2024-01-06 22:00:00,66.414,Engineering Block
2024-01-06 22:00:00,54.379,Admin Block
2024-01-06 23:00:00,72.59,Engineering Block
2024-01-06 23:00:00,45.871,Admin Block
2024-01-06 23:00:00,111.363,Hostel A
2024-01-06 23:00:00,63.263,Library
2024-01-07 00:00:00,99.385,Hostel A
2024-01-07 00:00:00,72.813,Engineering Block
2024-01-07 00:00:00,44.984,Admin Block
2024-01-07 00:00:00,58.239,Library
2024-01-07 01:00:00,64.581,Library
2024-01-07 01:00:00,49.935,Admin Block
2024-01-07 01:00:00,89.279,Hostel A
2024-01-07 01:00:00,73.457,Engineering Block
2024-01-07 02:00:00,53.55,Library
2024-01-07 02:00:00,112.7,Hostel A
2024-01-07 02:00:00,72.602,Engineering Block
2024-01-07 02:00:00,69.545,Admin Block
2024-01-07 03:00:00,154.873,Hostel A
2024-01-07 03:00:00,70.446,Library
2024-01-07 03:00:00,78.64,Admin Block
2024-01-07 03:00:00,100.571,Engineering Block
2024-01-07 04:00:00,95.944,Engineering Block
2024-01-07 04:00:00,203.834,Hostel A
2024-01-07 04:00:00,75.175,Admin Block
2024-01-07 04:00:00,103.9,Library
2024-01-07 05:00:00,96.774,Library
2024-01-07 05:00:00,93.395,Admin Block
2024-01-07 05:00:00,170.543,Hostel A
2024-01-07 05:00:00,125.213,Engineering Block
2024-01-07 06:00:00,158.339,Admin Block
2024-01-07 06:00:00,155.008,Engineering Block
2024-01-07 06:00:00,207.845,Hostel A
2024-01-07 06:00:00,111.438,Library
2024-01-07 07:00:00,149.447,Library
2024-01-07 07:00:00,158.319,Admin Block
2024-01-07 07:00:00,212.949,Engineering Block
2024-01-07 07:00:00,308.206,Hostel A
2024-01-07 08:00:00,152.843,Admin Block
2024-01-07 08:00:00,184.764,Library
2024-01-07 08:00:00,179.37,Engineering Block
2024-01-07 08:00:00,358.675,Hostel A
2024-01-07 09:00:00,160.408,Library
2024-01-07 09:00:00,289.65,Hostel A
2024-01-07 09:00:00,171.18,Admin Block
2024-01-07 09:00:00,262.794,Engineering Block
2024-01-07 10:00:00,172.268,Library
2024-01-07 10:00:00,272.486,Engineering Block
2024-01-07 10:00:00,418.622,Hostel A
2024-01-07 10:00:00,222.495,Admin Block
2024-01-07 11:00:00,185.048,Admin Block
